country,year,sex,age,suicide_no,population,suicides_per_100k,HDI_for_year,gdp_for_year,gdp_per_capita,generation
Ecuador,2013,male,55-74 years,65,802441,8.1,0.751,95129659000,6769,Boomers
Ecuador,2013,female,15-24 years,89,1431562,6.22,0.751,95129659000,6769,Millenials
Ecuador,2013,male,35-54 years,106,1755019,6.04,0.751,95129659000,6769,Generation X
Ecuador,2013,female,25-34 years,30,1240273,2.42,0.751,95129659000,6769,Millenials
Ecuador,2013,male,5-14 years,29,1551821,1.87,0.751,95129659000,6769,Generation Z
Ecuador,2013,female,35-54 years,32,1795728,1.78,0.751,95129659000,6769,Generation X
Ecuador,2013,female,55-74 years,12,863112,1.39,0.751,95129659000,6769,Boomers
Ecuador,2013,female,75+ years,3,223521,1.34,0.751,95129659000,6769,Silent
Ecuador,2013,female,5-14 years,20,1490382,1.34,0.751,95129659000,6769,Generation Z
Finland,1990,male,75+ years,77,85500,90.06,0.784,1.41518E+11,30271,G.I. Generation
Finland,1990,male,35-54 years,483,728500,66.3,0.784,1.41518E+11,30271,Silent
Finland,1990,male,25-34 years,250,389800,64.14,0.784,1.41518E+11,30271,Boomers
Finland,1990,male,55-74 years,210,391100,53.69,0.784,1.41518E+11,30271,G.I. Generation
Finland,1990,male,15-24 years,169,332100,50.89,0.784,1.41518E+11,30271,Generation X
Finland,1990,female,55-74 years,92,502700,18.3,0.784,1.41518E+11,30271,G.I. Generation
Finland,1990,female,35-54 years,124,706200,17.56,0.784,1.41518E+11,30271,Silent
Finland,1990,female,25-34 years,48,372600,12.88,0.784,1.41518E+11,30271,Boomers
Finland,1990,female,15-24 years,35,318800,10.98,0.784,1.41518E+11,30271,Generation X
Finland,1990,female,75+ years,20,195600,10.22,0.784,1.41518E+11,30271,G.I. Generation
Finland,1990,male,5-14 years,4,333400,1.2,0.784,1.41518E+11,30271,Generation X
Finland,1990,female,5-14 years,0,318800,0,0.784,1.41518E+11,30271,Generation X
Finland,1991,male,75+ years,67,86300,77.64,0.787,1.27866E+11,27214,G.I. Generation
Finland,1991,male,25-34 years,257,387500,66.32,0.787,1.27866E+11,27214,Boomers
Finland,1991,male,35-54 years,489,741700,65.93,0.787,1.27866E+11,27214,Boomers
Finland,1991,male,55-74 years,235,396600,59.25,0.787,1.27866E+11,27214,Silent
Finland,1991,male,15-24 years,139,329300,42.21,0.787,1.27866E+11,27214,Generation X
Finland,1991,female,35-54 years,134,718800,18.64,0.787,1.27866E+11,27214,Boomers
Finland,1991,female,55-74 years,82,504100,16.27,0.787,1.27866E+11,27214,Silent
Finland,1991,female,75+ years,25,198300,12.61,0.787,1.27866E+11,27214,G.I. Generation
Finland,1991,female,25-34 years,39,370800,10.52,0.787,1.27866E+11,27214,Boomers
Finland,1991,female,15-24 years,23,315400,7.29,0.787,1.27866E+11,27214,Generation X
Finland,1991,male,5-14 years,3,332000,0.9,0.787,1.27866E+11,27214,Millenials
Finland,1991,female,5-14 years,0,317700,0,0.787,1.27866E+11,27214,Millenials
Finland,1992,male,35-54 years,517,754100,68.56,0.795,1.12625E+11,23857,Boomers
Finland,1992,male,25-34 years,254,385700,65.85,0.795,1.12625E+11,23857,Boomers
Finland,1992,male,75+ years,56,87100,64.29,0.795,1.12625E+11,23857,G.I. Generation
Finland,1992,male,55-74 years,211,402500,52.42,0.795,1.12625E+11,23857,Silent
Finland,1992,male,15-24 years,115,326900,35.18,0.795,1.12625E+11,23857,Generation X
Finland,1992,female,35-54 years,132,730300,18.07,0.795,1.12625E+11,23857,Boomers
Finland,1992,female,55-74 years,71,505800,14.04,0.795,1.12625E+11,23857,Silent
Finland,1992,female,25-34 years,46,369300,12.46,0.795,1.12625E+11,23857,Boomers
Finland,1992,female,75+ years,19,200900,9.46,0.795,1.12625E+11,23857,G.I. Generation
Finland,1992,female,15-24 years,26,312700,8.31,0.795,1.12625E+11,23857,Generation X
Finland,1992,male,5-14 years,3,330000,0.91,0.795,1.12625E+11,23857,Millenials
Finland,1992,female,5-14 years,1,315600,0.32,0.795,1.12625E+11,23857,Millenials
Finland,1993,male,35-54 years,514,762900,67.37,0.799,89255751015,18826,Boomers
Finland,1993,male,75+ years,59,87700,67.27,0.799,89255751015,18826,G.I. Generation
Finland,1993,male,25-34 years,215,384100,55.98,0.799,89255751015,18826,Boomers
Finland,1993,male,55-74 years,208,409500,50.79,0.799,89255751015,18826,Silent
Finland,1993,male,15-24 years,107,324200,33,0.799,89255751015,18826,Generation X
Finland,1993,female,35-54 years,138,738900,18.68,0.799,89255751015,18826,Boomers
Finland,1993,female,55-74 years,80,508400,15.74,0.799,89255751015,18826,Silent
Finland,1993,female,25-34 years,49,368000,13.32,0.799,89255751015,18826,Boomers
Finland,1993,female,75+ years,13,203400,6.39,0.799,89255751015,18826,G.I. Generation
Finland,1993,female,15-24 years,10,310000,3.23,0.799,89255751015,18826,Generation X
Finland,1993,male,5-14 years,3,329100,0.91,0.799,89255751015,18826,Millenials
Finland,1993,female,5-14 years,1,314800,0.32,0.799,89255751015,18826,Millenials
Finland,1994,male,35-54 years,484,769800,62.87,0.809,1.03322E+11,21699,Boomers
Finland,1994,male,75+ years,53,88000,60.23,0.809,1.03322E+11,21699,G.I. Generation
Finland,1994,male,25-34 years,195,380600,51.23,0.809,1.03322E+11,21699,Boomers
Finland,1994,male,55-74 years,199,418700,47.53,0.809,1.03322E+11,21699,Silent
Finland,1994,male,15-24 years,147,322800,45.54,0.809,1.03322E+11,21699,Generation X
Finland,1994,female,35-54 years,156,745700,20.92,0.809,1.03322E+11,21699,Boomers
Finland,1994,female,55-74 years,68,513900,13.23,0.809,1.03322E+11,21699,Silent
Finland,1994,female,25-34 years,39,364700,10.69,0.809,1.03322E+11,21699,Boomers
Finland,1994,female,75+ years,19,204200,9.3,0.809,1.03322E+11,21699,G.I. Generation
Finland,1994,female,15-24 years,24,308800,7.77,0.809,1.03322E+11,21699,Generation X
Finland,1994,male,5-14 years,2,329500,0.61,0.809,1.03322E+11,21699,Millenials
Finland,1994,female,5-14 years,1,314900,0.32,0.809,1.03322E+11,21699,Millenials
Finland,1995,male,35-54 years,489,778700,62.8,0.816,1.34199E+11,28068,Boomers
Finland,1995,male,75+ years,49,89200,54.93,0.816,1.34199E+11,28068,G.I. Generation
Finland,1995,male,55-74 years,226,424900,53.19,0.816,1.34199E+11,28068,Silent
Finland,1995,male,25-34 years,194,374600,51.79,0.816,1.34199E+11,28068,Generation X
Finland,1995,male,15-24 years,118,322700,36.57,0.816,1.34199E+11,28068,Generation X
Finland,1995,female,35-54 years,138,754600,18.29,0.816,1.34199E+11,28068,Boomers
Finland,1995,female,55-74 years,76,516300,14.72,0.816,1.34199E+11,28068,Silent
Finland,1995,female,25-34 years,48,358900,13.37,0.816,1.34199E+11,28068,Generation X
Finland,1995,female,75+ years,20,206800,9.67,0.816,1.34199E+11,28068,G.I. Generation
Finland,1995,female,15-24 years,26,308900,8.42,0.816,1.34199E+11,28068,Generation X
Finland,1995,male,5-14 years,4,330200,1.21,0.816,1.34199E+11,28068,Millenials
Finland,1995,female,5-14 years,0,315500,0,0.816,1.34199E+11,28068,Millenials
Finland,1996,male,35-54 years,439,784900,55.93,0.823,1.32099E+11,27508,Boomers
Finland,1996,male,25-34 years,183,367300,49.82,0.823,1.32099E+11,27508,Generation X
Finland,1996,male,75+ years,44,91800,47.93,0.823,1.32099E+11,27508,G.I. Generation
Finland,1996,male,55-74 years,186,432600,43,0.823,1.32099E+11,27508,Silent
Finland,1996,male,15-24 years,110,324000,33.95,0.823,1.32099E+11,27508,Generation X
Finland,1996,female,35-54 years,123,760900,16.17,0.823,1.32099E+11,27508,Boomers
Finland,1996,female,55-74 years,76,518600,14.65,0.823,1.32099E+11,27508,Silent
Finland,1996,female,25-34 years,44,352400,12.49,0.823,1.32099E+11,27508,Generation X
Finland,1996,female,75+ years,15,212000,7.08,0.823,1.32099E+11,27508,G.I. Generation
Finland,1996,female,15-24 years,21,310000,6.77,0.823,1.32099E+11,27508,Generation X
Finland,1996,female,5-14 years,3,316600,0.95,0.823,1.32099E+11,27508,Millenials
Finland,1996,male,5-14 years,3,331100,0.91,0.823,1.32099E+11,27508,Millenials
Finland,1997,male,35-54 years,473,791600,59.75,0.832,1.26833E+11,26296,Boomers
Finland,1997,male,75+ years,53,94200,56.26,0.832,1.26833E+11,26296,G.I. Generation
Finland,1997,male,25-34 years,179,359000,49.86,0.832,1.26833E+11,26296,Generation X
Finland,1997,male,55-74 years,204,439900,46.37,0.832,1.26833E+11,26296,Silent
Finland,1997,male,15-24 years,128,327400,39.1,0.832,1.26833E+11,26296,Generation X
Finland,1997,female,35-54 years,133,767800,17.32,0.832,1.26833E+11,26296,Boomers
Finland,1997,female,55-74 years,65,520600,12.49,0.832,1.26833E+11,26296,Silent
Finland,1997,female,25-34 years,43,344700,12.47,0.832,1.26833E+11,26296,Generation X
Finland,1997,female,75+ years,19,216600,8.77,0.832,1.26833E+11,26296,G.I. Generation
Finland,1997,female,15-24 years,22,313000,7.03,0.832,1.26833E+11,26296,Generation X
Finland,1997,female,5-14 years,2,317100,0.63,0.832,1.26833E+11,26296,Millenials
Finland,1997,male,5-14 years,1,331300,0.3,0.832,1.26833E+11,26296,Millenials
Finland,1998,male,75+ years,64,97127,65.89,0.84,1.33936E+11,27646,G.I. Generation
Finland,1998,male,35-54 years,413,800963,51.56,0.84,1.33936E+11,27646,Boomers
Finland,1998,male,25-34 years,172,349779,49.17,0.84,1.33936E+11,27646,Generation X
Finland,1998,male,55-74 years,212,444259,47.72,0.84,1.33936E+11,27646,Silent
Finland,1998,male,15-24 years,98,332503,29.47,0.84,1.33936E+11,27646,Generation X
Finland,1998,female,55-74 years,77,519680,14.82,0.84,1.33936E+11,27646,Silent
Finland,1998,female,35-54 years,105,777618,13.5,0.84,1.33936E+11,27646,Boomers
Finland,1998,female,25-34 years,38,335477,11.33,0.84,1.33936E+11,27646,Generation X
Finland,1998,female,75+ years,19,221795,8.57,0.84,1.33936E+11,27646,G.I. Generation
Finland,1998,female,15-24 years,25,318057,7.86,0.84,1.33936E+11,27646,Generation X
Finland,1998,male,5-14 years,3,330609,0.91,0.84,1.33936E+11,27646,Millenials
Finland,1998,female,5-14 years,2,316806,0.63,0.84,1.33936E+11,27646,Millenials
Finland,1999,male,75+ years,52,100555,51.71,0.848,1.35226E+11,27800,G.I. Generation
Finland,1999,male,35-54 years,408,806621,50.58,0.848,1.35226E+11,27800,Boomers
Finland,1999,male,25-34 years,167,341340,48.92,0.848,1.35226E+11,27800,Generation X
Finland,1999,male,55-74 years,204,451311,45.2,0.848,1.35226E+11,27800,Silent
Finland,1999,male,15-24 years,122,336495,36.26,0.848,1.35226E+11,27800,Generation X
Finland,1999,female,35-54 years,118,783884,15.05,0.848,1.35226E+11,27800,Boomers
Finland,1999,female,55-74 years,68,522239,13.02,0.848,1.35226E+11,27800,Silent
Finland,1999,female,25-34 years,36,327315,11,0.848,1.35226E+11,27800,Generation X
Finland,1999,female,15-24 years,19,321801,5.9,0.848,1.35226E+11,27800,Generation X
Finland,1999,female,75+ years,11,226849,4.85,0.848,1.35226E+11,27800,G.I. Generation
Finland,1999,female,5-14 years,1,316199,0.32,0.848,1.35226E+11,27800,Millenials
Finland,1999,male,5-14 years,1,329646,0.3,0.848,1.35226E+11,27800,Millenials
Finland,2000,male,35-54 years,402,806796,49.83,0.858,1.2554E+11,25716,Boomers
Finland,2000,male,25-34 years,156,335796,46.46,0.858,1.2554E+11,25716,Generation X
Finland,2000,male,75+ years,44,104437,42.13,0.858,1.2554E+11,25716,G.I. Generation
Finland,2000,male,55-74 years,166,462422,35.9,0.858,1.2554E+11,25716,Silent
Finland,2000,male,15-24 years,105,337152,31.14,0.858,1.2554E+11,25716,Generation X
Finland,2000,female,55-74 years,84,529071,15.88,0.858,1.2554E+11,25716,Silent
Finland,2000,female,35-54 years,122,785167,15.54,0.858,1.2554E+11,25716,Boomers
Finland,2000,female,25-34 years,41,321757,12.74,0.858,1.2554E+11,25716,Generation X
Finland,2000,female,15-24 years,26,322489,8.06,0.858,1.2554E+11,25716,Generation X
Finland,2000,female,75+ years,17,231463,7.34,0.858,1.2554E+11,25716,G.I. Generation
Finland,2000,female,5-14 years,2,315989,0.63,0.858,1.2554E+11,25716,Millenials
Finland,2000,male,5-14 years,0,329281,0,0.858,1.2554E+11,25716,Millenials
Finland,2001,male,35-54 years,429,800866,53.57,0.864,1.2925E+11,26383,Boomers
Finland,2001,male,25-34 years,156,332298,46.95,0.864,1.2925E+11,26383,Generation X
Finland,2001,male,55-74 years,207,479037,43.21,0.864,1.2925E+11,26383,Silent
Finland,2001,male,75+ years,44,108828,40.43,0.864,1.2925E+11,26383,Silent
Finland,2001,male,15-24 years,93,335676,27.71,0.864,1.2925E+11,26383,Millenials
Finland,2001,female,35-54 years,130,780440,16.66,0.864,1.2925E+11,26383,Boomers
Finland,2001,female,55-74 years,72,541576,13.29,0.864,1.2925E+11,26383,Silent
Finland,2001,female,75+ years,23,236217,9.74,0.864,1.2925E+11,26383,Silent
Finland,2001,female,25-34 years,23,317879,7.24,0.864,1.2925E+11,26383,Generation X
Finland,2001,female,15-24 years,22,321239,6.85,0.864,1.2925E+11,26383,Millenials
Finland,2001,male,5-14 years,4,329122,1.22,0.864,1.2925E+11,26383,Millenials
Finland,2001,female,5-14 years,1,315805,0.32,0.864,1.2925E+11,26383,Millenials
Finland,2002,male,75+ years,57,113353,50.29,0.867,1.39553E+11,28390,Silent
Finland,2002,male,35-54 years,339,792737,42.76,0.867,1.39553E+11,28390,Boomers
Finland,2002,male,55-74 years,204,497865,40.97,0.867,1.39553E+11,28390,Silent
Finland,2002,male,25-34 years,124,329350,37.65,0.867,1.39553E+11,28390,Generation X
Finland,2002,male,15-24 years,97,333547,29.08,0.867,1.39553E+11,28390,Millenials
Finland,2002,female,35-54 years,125,773011,16.17,0.867,1.39553E+11,28390,Boomers
Finland,2002,female,55-74 years,75,557098,13.46,0.867,1.39553E+11,28390,Silent
Finland,2002,female,25-34 years,30,314846,9.53,0.867,1.39553E+11,28390,Generation X
Finland,2002,female,75+ years,18,240441,7.49,0.867,1.39553E+11,28390,Silent
Finland,2002,female,15-24 years,23,319060,7.21,0.867,1.39553E+11,28390,Millenials
Finland,2002,male,5-14 years,3,328694,0.91,0.867,1.39553E+11,28390,Millenials
Finland,2002,female,5-14 years,0,315612,0,0.867,1.39553E+11,28390,Millenials
Finland,2003,male,35-54 years,376,783442,47.99,0.87,1.71071E+11,34701,Boomers
Finland,2003,male,75+ years,52,118318,43.95,0.87,1.71071E+11,34701,Silent
Finland,2003,male,55-74 years,176,516435,34.08,0.87,1.71071E+11,34701,Silent
Finland,2003,male,25-34 years,111,326748,33.97,0.87,1.71071E+11,34701,Generation X
Finland,2003,male,15-24 years,95,332460,28.57,0.87,1.71071E+11,34701,Millenials
Finland,2003,female,35-54 years,112,764626,14.65,0.87,1.71071E+11,34701,Boomers
Finland,2003,female,55-74 years,72,572548,12.58,0.87,1.71071E+11,34701,Silent
Finland,2003,female,75+ years,22,244738,8.99,0.87,1.71071E+11,34701,Silent
Finland,2003,female,15-24 years,27,318049,8.49,0.87,1.71071E+11,34701,Millenials
Finland,2003,female,25-34 years,25,312105,8.01,0.87,1.71071E+11,34701,Generation X
Finland,2003,male,5-14 years,5,326551,1.53,0.87,1.71071E+11,34701,Millenials
Finland,2003,female,5-14 years,2,313836,0.64,0.87,1.71071E+11,34701,Millenials
Finland,2004,male,55-74 years,220,533983,41.2,0.891,1.96768E+11,39793,Silent
Finland,2004,male,35-54 years,310,772775,40.12,0.891,1.96768E+11,39793,Boomers
Finland,2004,male,75+ years,49,123863,39.56,0.891,1.96768E+11,39793,Silent
Finland,2004,male,25-34 years,119,325806,36.52,0.891,1.96768E+11,39793,Generation X
Finland,2004,male,15-24 years,110,332773,33.06,0.891,1.96768E+11,39793,Millenials
Finland,2004,female,35-54 years,116,755108,15.36,0.891,1.96768E+11,39793,Boomers
Finland,2004,female,15-24 years,31,318275,9.74,0.891,1.96768E+11,39793,Millenials
Finland,2004,female,25-34 years,30,311087,9.64,0.891,1.96768E+11,39793,Generation X
Finland,2004,female,55-74 years,54,586736,9.2,0.891,1.96768E+11,39793,Silent
Finland,2004,female,75+ years,20,250445,7.99,0.891,1.96768E+11,39793,Silent
Finland,2004,male,5-14 years,4,323186,1.24,0.891,1.96768E+11,39793,Millenials
Finland,2004,female,5-14 years,1,310728,0.32,0.891,1.96768E+11,39793,Millenials
Finland,2005,male,75+ years,64,129632,49.37,0.895,2.04436E+11,41202,Silent
Finland,2005,male,35-54 years,299,761907,39.24,0.895,2.04436E+11,41202,Boomers
Finland,2005,male,55-74 years,194,550032,35.27,0.895,2.04436E+11,41202,Silent
Finland,2005,male,25-34 years,99,326851,30.29,0.895,2.04436E+11,41202,Generation X
Finland,2005,male,15-24 years,68,333948,20.36,0.895,2.04436E+11,41202,Millenials
Finland,2005,female,35-54 years,109,745397,14.62,0.895,2.04436E+11,41202,Boomers
Finland,2005,female,55-74 years,74,599482,12.34,0.895,2.04436E+11,41202,Silent
Finland,2005,female,15-24 years,33,319226,10.34,0.895,2.04436E+11,41202,Millenials
Finland,2005,female,25-34 years,32,311835,10.26,0.895,2.04436E+11,41202,Generation X
Finland,2005,female,75+ years,20,257062,7.78,0.895,2.04436E+11,41202,Silent
Finland,2005,female,5-14 years,2,307005,0.65,0.895,2.04436E+11,41202,Millenials
Finland,2005,male,5-14 years,0,319407,0,0.895,2.04436E+11,41202,Millenials
Finland,2006,male,35-54 years,310,752178,41.21,0.899,2.16553E+11,43487,Boomers
Finland,2006,male,55-74 years,225,564074,39.89,0.899,2.16553E+11,43487,Silent
Finland,2006,male,25-34 years,113,329601,34.28,0.899,2.16553E+11,43487,Generation X
Finland,2006,male,75+ years,44,135396,32.5,0.899,2.16553E+11,43487,Silent
Finland,2006,male,15-24 years,108,335416,32.2,0.899,2.16553E+11,43487,Millenials
Finland,2006,female,35-54 years,104,736648,14.12,0.899,2.16553E+11,43487,Boomers
Finland,2006,female,55-74 years,78,611527,12.75,0.899,2.16553E+11,43487,Silent
Finland,2006,female,25-34 years,33,313759,10.52,0.899,2.16553E+11,43487,Generation X
Finland,2006,female,75+ years,24,262936,9.13,0.899,2.16553E+11,43487,Silent
Finland,2006,female,15-24 years,19,320699,5.92,0.899,2.16553E+11,43487,Millenials
Finland,2006,male,5-14 years,3,315017,0.95,0.899,2.16553E+11,43487,Millenials
Finland,2006,female,5-14 years,1,302489,0.33,0.899,2.16553E+11,43487,Millenials
Finland,2007,male,75+ years,58,140553,41.27,0.901,2.55385E+11,51089,Silent
Finland,2007,male,35-54 years,297,742406,40.01,0.901,2.55385E+11,51089,Boomers
Finland,2007,male,55-74 years,203,577963,35.12,0.901,2.55385E+11,51089,Silent
Finland,2007,male,25-34 years,101,334628,30.18,0.901,2.55385E+11,51089,Generation X
Finland,2007,male,15-24 years,89,336401,26.46,0.901,2.55385E+11,51089,Millenials
Finland,2007,female,55-74 years,83,624243,13.3,0.901,2.55385E+11,51089,Silent
Finland,2007,female,35-54 years,89,727224,12.24,0.901,2.55385E+11,51089,Boomers
Finland,2007,female,15-24 years,31,321868,9.63,0.901,2.55385E+11,51089,Millenials
Finland,2007,female,25-34 years,24,317967,7.55,0.901,2.55385E+11,51089,Generation X
Finland,2007,female,75+ years,17,267590,6.35,0.901,2.55385E+11,51089,Silent
Finland,2007,male,5-14 years,3,310283,0.97,0.901,2.55385E+11,51089,Generation Z
Finland,2007,female,5-14 years,0,297727,0,0.901,2.55385E+11,51089,Generation Z
Finland,2008,male,35-54 years,331,732583,45.18,0.904,2.83742E+11,56521,Boomers
Finland,2008,male,55-74 years,225,592016,38.01,0.904,2.83742E+11,56521,Silent
Finland,2008,male,25-34 years,116,342053,33.91,0.904,2.83742E+11,56521,Generation X
Finland,2008,male,75+ years,46,145022,31.72,0.904,2.83742E+11,56521,Silent
Finland,2008,male,15-24 years,81,336624,24.06,0.904,2.83742E+11,56521,Millenials
Finland,2008,female,35-54 years,91,716879,12.69,0.904,2.83742E+11,56521,Boomers
Finland,2008,female,55-74 years,68,637681,10.66,0.904,2.83742E+11,56521,Silent
Finland,2008,female,25-34 years,32,324511,9.86,0.904,2.83742E+11,56521,Generation X
Finland,2008,female,15-24 years,26,322278,8.07,0.904,2.83742E+11,56521,Millenials
Finland,2008,female,75+ years,13,270887,4.8,0.904,2.83742E+11,56521,Silent
Finland,2008,female,5-14 years,2,293500,0.68,0.904,2.83742E+11,56521,Generation Z
Finland,2008,male,5-14 years,2,306062,0.65,0.904,2.83742E+11,56521,Generation Z
Finland,2009,male,35-54 years,293,724700,40.43,0.899,2.51499E+11,49878,Boomers
Finland,2009,male,75+ years,57,149329,38.17,0.899,2.51499E+11,49878,Silent
Finland,2009,male,25-34 years,121,348421,34.73,0.899,2.51499E+11,49878,Generation X
Finland,2009,male,55-74 years,201,604904,33.23,0.899,2.51499E+11,49878,Silent
Finland,2009,male,15-24 years,89,336510,26.45,0.899,2.51499E+11,49878,Millenials
Finland,2009,female,35-54 years,100,708103,14.12,0.899,2.51499E+11,49878,Boomers
